date,location,latitude,longitude,temperature_2m_max,temperature_2m_min,precipitation_sum,precipitation_rolling_3d,precipitation_rolling_7d,temperature_mean,dry_days,extreme_rain_day,extreme_rain_tomorrow,location_id
2020-01-01,Kandy,7.2931,80.6333,27.8,21.0,0.0,0.0,0.0,24.4,0,0,0.0,0
2020-01-02,Kandy,7.2931,80.6333,27.5,22.3,0.5,0.5,0.5,24.9,1,0,0.0,0
2020-01-03,Kandy,7.2931,80.6333,28.3,22.4,0.0,0.5,0.5,25.35,2,0,0.0,0
2020-01-04,Kandy,7.2931,80.6333,28.6,20.9,0.7,1.2,1.2,24.75,3,0,0.0,0
2020-01-05,Kandy,7.2931,80.6333,28.3,20.7,0.0,0.7,1.2,24.5,4,0,0.0,0
2020-01-06,Kandy,7.2931,80.6333,27.9,21.8,0.0,0.7,1.2,24.85,5,0,0.0,0
2020-01-07,Kandy,7.2931,80.6333,28.0,21.6,0.4,0.4,1.6,24.8,6,0,0.0,0
2020-01-08,Kandy,7.2931,80.6333,27.6,21.0,0.2,0.6000000000000001,1.8,24.3,7,0,0.0,0
2020-01-09,Kandy,7.2931,80.6333,28.4,19.5,0.0,0.6000000000000001,1.3,23.95,8,0,0.0,0
2020-01-10,Kandy,7.2931,80.6333,27.5,17.7,0.0,0.2,1.3,22.6,9,0,0.0,0
2020-01-11,Kandy,7.2931,80.6333,28.2,19.4,0.6,0.6,1.2,23.799999999999997,10,0,0.0,0
2020-01-12,Kandy,7.2931,80.6333,27.8,21.0,0.3,0.8999999999999999,1.5,24.4,11,0,0.0,0
2020-01-13,Kandy,7.2931,80.6333,28.1,19.7,0.0,0.8999999999999999,1.5,23.9,12,0,0.0,0
2020-01-14,Kandy,7.2931,80.6333,27.7,18.2,0.0,0.3,1.1,22.95,13,0,0.0,0
2020-01-15,Kandy,7.2931,80.6333,27.1,17.1,0.0,0.0,0.8999999999999999,22.1,14,0,0.0,0
2020-01-16,Kandy,7.2931,80.6333,28.5,17.5,0.0,0.0,0.8999999999999999,23.0,15,0,0.0,0
2020-01-17,Kandy,7.2931,80.6333,29.1,20.1,1.4,1.4,2.3,24.6,0,0,0.0,0
2020-01-18,Kandy,7.2931,80.6333,28.5,22.0,0.0,1.4,1.7,25.25,1,0,0.0,0
2020-01-19,Kandy,7.2931,80.6333,29.5,21.8,0.1,1.5,1.5,25.65,2,0,0.0,0
2020-01-20,Kandy,7.2931,80.6333,29.4,22.0,0.3,0.4,1.7999999999999998,25.7,3,0,0.0,0
2020-01-21,Kandy,7.2931,80.6333,28.7,22.4,0.0,0.4,1.7999999999999998,25.549999999999997,4,0,0.0,0
2020-01-22,Kandy,7.2931,80.6333,27.4,22.2,2.0,2.3,3.8,24.799999999999997,0,0,0.0,0
2020-01-23,Kandy,7.2931,80.6333,28.3,22.5,0.9,2.9,4.7,25.4,1,0,0.0,0
2020-01-24,Kandy,7.2931,80.6333,29.1,22.0,0.0,2.9,3.3,25.55,2,0,0.0,0
2020-01-25,Kandy,7.2931,80.6333,29.2,20.8,0.0,0.9,3.3,25.0,3,0,0.0,0
2020-01-26,Kandy,7.2931,80.6333,28.5,20.3,0.0,0.0,3.1999999999999997,24.4,4,0,0.0,0
2020-01-27,Kandy,7.2931,80.6333,28.5,18.0,0.0,0.0,2.9,23.25,5,0,0.0,0
2020-01-28,Kandy,7.2931,80.6333,29.2,16.8,0.0,0.0,2.9,23.0,6,0,0.0,0
2020-01-29,Kandy,7.2931,80.6333,29.1,18.5,0.0,0.0,0.9,23.8,7,0,0.0,0
2020-01-30,Kandy,7.2931,80.6333,29.4,18.5,0.0,0.0,0.0,23.95,8,0,0.0,0
2020-01-31,Kandy,7.2931,80.6333,29.2,17.1,0.0,0.0,0.0,23.15,9,0,0.0,0
2020-02-01,Kandy,7.2931,80.6333,29.0,19.1,0.0,0.0,0.0,24.05,10,0,0.0,0
2020-02-02,Kandy,7.2931,80.6333,29.1,20.9,0.0,0.0,0.0,25.0,11,0,0.0,0
2020-02-03,Kandy,7.2931,80.6333,30.7,20.9,0.0,0.0,0.0,25.799999999999997,12,0,0.0,0
2020-02-04,Kandy,7.2931,80.6333,29.5,21.0,0.0,0.0,0.0,25.25,13,0,0.0,0
2020-02-05,Kandy,7.2931,80.6333,29.8,21.2,1.2,1.2,1.2,25.5,0,0,0.0,0
2020-02-06,Kandy,7.2931,80.6333,31.9,20.4,0.3,1.5,1.5,26.15,1,0,0.0,0
2020-02-07,Kandy,7.2931,80.6333,31.2,20.4,0.0,1.5,1.5,25.799999999999997,2,0,0.0,0
2020-02-08,Kandy,7.2931,80.6333,32.2,19.2,0.0,0.3,1.5,25.700000000000003,3,0,0.0,0
2020-02-09,Kandy,7.2931,80.6333,31.0,19.1,0.0,0.0,1.5,25.05,4,0,0.0,0
2020-02-10,Kandy,7.2931,80.6333,29.1,19.3,0.0,0.0,1.5,24.200000000000003,5,0,0.0,0
2020-02-11,Kandy,7.2931,80.6333,29.2,21.2,0.0,0.0,1.5,25.2,6,0,0.0,0
2020-02-12,Kandy,7.2931,80.6333,29.0,22.1,3.0,3.0,3.3,25.55,0,0,0.0,0
2020-02-13,Kandy,7.2931,80.6333,28.5,22.3,1.5,4.5,4.5,25.4,0,0,0.0,0
2020-02-14,Kandy,7.2931,80.6333,30.1,22.4,0.9,5.4,5.4,26.25,1,0,0.0,0
2020-02-15,Kandy,7.2931,80.6333,31.8,20.8,0.9,3.3,6.3,26.3,2,0,0.0,0
2020-02-16,Kandy,7.2931,80.6333,30.4,20.1,0.0,1.8,6.3,25.25,3,0,0.0,0
2020-02-17,Kandy,7.2931,80.6333,30.5,21.1,0.0,0.9,6.3,25.8,4,0,0.0,0
2020-02-18,Kandy,7.2931,80.6333,29.2,19.0,0.0,0.0,6.3,24.1,5,0,0.0,0
2020-02-19,Kandy,7.2931,80.6333,29.2,18.1,0.0,0.0,3.3,23.65,6,0,0.0,0
2020-02-20,Kandy,7.2931,80.6333,29.6,21.0,0.0,0.0,1.8,25.3,7,0,0.0,0
2020-02-21,Kandy,7.2931,80.6333,28.7,23.0,2.1,2.1,3.0,25.85,0,0,0.0,0
2020-02-22,Kandy,7.2931,80.6333,29.0,22.3,1.6,3.7,3.7,25.65,0,0,0.0,0
2020-02-23,Kandy,7.2931,80.6333,28.8,21.9,0.6,4.3,4.3,25.35,1,0,0.0,0
2020-02-24,Kandy,7.2931,80.6333,29.7,21.5,0.0,2.2,4.3,25.6,2,0,0.0,0
2020-02-25,Kandy,7.2931,80.6333,30.4,22.0,0.0,0.6,4.3,26.2,3,0,0.0,0
2020-02-26,Kandy,7.2931,80.6333,30.5,21.4,0.0,0.0,4.3,25.95,4,0,0.0,0
2020-02-27,Kandy,7.2931,80.6333,31.0,20.9,0.0,0.0,4.3,25.95,5,0,0.0,0
2020-02-28,Kandy,7.2931,80.6333,30.5,20.8,0.0,0.0,2.2,25.65,6,0,0.0,0
2020-02-29,Kandy,7.2931,80.6333,30.5,20.3,0.1,0.1,0.7,25.4,7,0,0.0,0
2020-03-01,Kandy,7.2931,80.6333,31.2,21.1,0.0,0.1,0.1,26.15,8,0,0.0,0
2020-03-02,Kandy,7.2931,80.6333,33.3,21.2,0.0,0.1,0.1,27.25,9,0,0.0,0
2020-03-03,Kandy,7.2931,80.6333,34.2,20.5,0.0,0.0,0.1,27.35,10,0,0.0,0
2020-03-04,Kandy,7.2931,80.6333,33.0,20.6,0.0,0.0,0.1,26.8,11,0,0.0,0
2020-03-05,Kandy,7.2931,80.6333,33.0,20.4,0.1,0.1,0.2,26.7,12,0,0.0,0
2020-03-06,Kandy,7.2931,80.6333,30.5,21.5,3.2,3.3000000000000003,3.4000000000000004,26.0,0,0,0.0,0
2020-03-07,Kandy,7.2931,80.6333,31.0,22.0,3.3,6.6,6.6,26.5,0,0,0.0,0
2020-03-08,Kandy,7.2931,80.6333,32.3,21.0,0.0,6.5,6.6,26.65,1,0,0.0,0
2020-03-09,Kandy,7.2931,80.6333,32.3,20.9,0.1,3.4,6.7,26.599999999999998,2,0,0.0,0
2020-03-10,Kandy,7.2931,80.6333,32.3,20.6,0.0,0.1,6.7,26.45,3,0,0.0,0
2020-03-11,Kandy,7.2931,80.6333,33.7,20.0,0.0,0.1,6.7,26.85,4,0,0.0,0
2020-03-12,Kandy,7.2931,80.6333,32.8,20.6,0.0,0.0,6.6000000000000005,26.7,5,0,0.0,0
2020-03-13,Kandy,7.2931,80.6333,32.0,20.6,0.0,0.0,3.4,26.3,6,0,0.0,0
2020-03-14,Kandy,7.2931,80.6333,34.5,20.0,0.0,0.0,0.1,27.25,7,0,0.0,0
2020-03-15,Kandy,7.2931,80.6333,31.8,21.5,0.0,0.0,0.1,26.65,8,0,0.0,0
2020-03-16,Kandy,7.2931,80.6333,31.9,21.5,1.3,1.3,1.3,26.7,0,0,0.0,0
2020-03-17,Kandy,7.2931,80.6333,30.9,23.0,0.2,1.5,1.5,26.95,1,0,0.0,0
2020-03-18,Kandy,7.2931,80.6333,31.5,23.0,0.0,1.5,1.5,27.25,2,0,0.0,0
2020-03-19,Kandy,7.2931,80.6333,33.0,22.6,0.7,0.8999999999999999,2.2,27.8,3,0,0.0,0
2020-03-20,Kandy,7.2931,80.6333,34.5,21.7,0.0,0.7,2.2,28.1,4,0,0.0,0
2020-03-21,Kandy,7.2931,80.6333,34.2,20.8,0.0,0.7,2.2,27.5,5,0,0.0,0
2020-03-22,Kandy,7.2931,80.6333,33.2,20.5,0.6,0.6,2.8,26.85,6,0,0.0,0
2020-03-23,Kandy,7.2931,80.6333,33.8,21.0,0.0,0.6,1.5,27.4,7,0,0.0,0
2020-03-24,Kandy,7.2931,80.6333,32.8,20.1,0.0,0.6,1.2999999999999998,26.45,8,0,0.0,0
2020-03-25,Kandy,7.2931,80.6333,32.7,21.2,0.9,0.9,2.2,26.950000000000003,9,0,0.0,0
2020-03-26,Kandy,7.2931,80.6333,31.2,19.5,0.0,0.9,1.5,25.35,10,0,0.0,0
2020-03-27,Kandy,7.2931,80.6333,32.8,19.9,0.3,1.2,1.8,26.349999999999998,11,0,0.0,0
2020-03-28,Kandy,7.2931,80.6333,33.7,20.9,0.1,0.4,1.9,27.3,12,0,0.0,0
2020-03-29,Kandy,7.2931,80.6333,32.9,22.5,1.5,1.9,2.8,27.7,0,0,0.0,0
2020-03-30,Kandy,7.2931,80.6333,33.4,23.0,0.5,2.0999999999999996,3.3,28.2,1,0,0.0,0
2020-03-31,Kandy,7.2931,80.6333,33.8,20.3,0.0,2.0,3.3,27.049999999999997,2,0,0.0,0
2020-04-01,Kandy,7.2931,80.6333,32.8,21.1,0.0,0.5,2.4,26.95,3,0,0.0,0
2020-04-02,Kandy,7.2931,80.6333,33.0,18.4,0.0,0.0,2.4,25.7,4,0,0.0,0
2020-04-03,Kandy,7.2931,80.6333,33.5,20.5,0.2,0.2,2.3000000000000003,27.0,5,0,0.0,0
2020-04-04,Kandy,7.2931,80.6333,32.8,20.9,23.5,23.7,25.7,26.849999999999998,0,0,0.0,0
2020-04-05,Kandy,7.2931,80.6333,32.6,21.3,3.6,27.3,27.8,26.950000000000003,0,0,0.0,0
2020-04-06,Kandy,7.2931,80.6333,31.5,21.3,0.8,27.9,28.099999999999998,26.4,1,0,0.0,0
2020-04-07,Kandy,7.2931,80.6333,32.0,21.5,0.4,4.8,28.5,26.75,2,0,0.0,0
2020-04-08,Kandy,7.2931,80.6333,32.0,22.9,2.5,3.7,31.0,27.45,0,0,0.0,0
2020-04-09,Kandy,7.2931,80.6333,33.2,22.4,0.9,3.8000000000000003,31.9,27.8,1,0,0.0,0
2020-04-10,Kandy,7.2931,80.6333,33.8,21.2,6.4,9.8,38.1,27.5,0,0,0.0,0
2020-04-11,Kandy,7.2931,80.6333,30.1,22.8,2.9,10.200000000000001,17.5,26.450000000000003,0,0,0.0,0
2020-04-12,Kandy,7.2931,80.6333,30.9,21.4,0.9,10.200000000000001,14.8,26.15,1,0,0.0,0
2020-04-13,Kandy,7.2931,80.6333,31.9,22.1,2.0,5.8,16.0,27.0,0,0,0.0,0
2020-04-14,Kandy,7.2931,80.6333,32.0,21.6,12.7,15.6,28.299999999999997,26.8,0,0,0.0,0
2020-04-15,Kandy,7.2931,80.6333,30.4,21.3,6.8,21.5,32.6,25.85,0,0,0.0,0
2020-04-16,Kandy,7.2931,80.6333,31.8,21.9,7.8,27.299999999999997,39.5,26.85,0,0,0.0,0
2020-04-17,Kandy,7.2931,80.6333,30.8,21.9,0.5,15.1,33.6,26.35,1,0,0.0,0
2020-04-18,Kandy,7.2931,80.6333,31.0,21.8,6.6,14.9,37.3,26.4,0,0,0.0,0
2020-04-19,Kandy,7.2931,80.6333,30.5,21.9,2.5,9.6,38.9,26.2,0,0,0.0,0
2020-04-20,Kandy,7.2931,80.6333,31.2,21.2,0.6,9.7,37.5,26.2,1,0,0.0,0
2020-04-21,Kandy,7.2931,80.6333,31.6,22.6,3.5,6.6,28.299999999999997,27.1,0,0,0.0,0
2020-04-22,Kandy,7.2931,80.6333,31.7,22.0,2.6,6.7,24.1,26.85,0,0,0.0,0
2020-04-23,Kandy,7.2931,80.6333,30.1,22.8,19.6,25.700000000000003,35.900000000000006,26.450000000000003,0,0,0.0,0
2020-04-24,Kandy,7.2931,80.6333,28.9,21.3,1.6,23.800000000000004,37.0,25.1,0,0,0.0,0
2020-04-25,Kandy,7.2931,80.6333,30.0,21.3,2.4,23.6,32.8,25.65,0,0,0.0,0
2020-04-26,Kandy,7.2931,80.6333,30.5,22.0,0.5,4.5,30.8,26.25,1,0,0.0,0
2020-04-27,Kandy,7.2931,80.6333,31.0,23.1,0.3,3.1999999999999997,30.500000000000004,27.05,2,0,0.0,0
2020-04-28,Kandy,7.2931,80.6333,31.0,22.7,0.3,1.1,27.300000000000004,26.85,3,0,0.0,0
2020-04-29,Kandy,7.2931,80.6333,29.8,21.7,3.0,3.6,27.700000000000003,25.75,0,0,0.0,0
2020-04-30,Kandy,7.2931,80.6333,31.0,22.4,2.0,5.300000000000001,10.1,26.7,0,0,0.0,0
2020-05-01,Kandy,7.2931,80.6333,30.2,22.5,2.3,7.300000000000001,10.8,26.35,0,0,0.0,0
2020-05-02,Kandy,7.2931,80.6333,31.2,21.0,0.2,4.5,8.6,26.1,1,0,0.0,0
2020-05-03,Kandy,7.2931,80.6333,31.6,23.0,1.3,3.8,9.4,27.3,0,0,0.0,0
2020-05-04,Kandy,7.2931,80.6333,30.1,23.5,26.5,28.0,35.6,26.8,0,0,0.0,0
2020-05-05,Kandy,7.2931,80.6333,30.0,22.9,9.0,36.8,44.300000000000004,26.45,0,0,0.0,0
2020-05-06,Kandy,7.2931,80.6333,29.2,22.1,3.6,39.1,44.900000000000006,25.65,0,0,0.0,0
2020-05-07,Kandy,7.2931,80.6333,30.2,22.6,7.4,20.0,50.300000000000004,26.4,0,0,0.0,0
2020-05-08,Kandy,7.2931,80.6333,29.8,21.6,0.9,11.9,48.9,25.700000000000003,1,0,0.0,0
2020-05-09,Kandy,7.2931,80.6333,29.8,22.9,6.7,15.0,55.400000000000006,26.35,0,0,0.0,0
2020-05-10,Kandy,7.2931,80.6333,29.8,22.6,17.4,25.0,71.5,26.200000000000003,0,0,0.0,0
2020-05-11,Kandy,7.2931,80.6333,27.4,22.2,5.7,29.8,50.7,24.799999999999997,0,0,0.0,0
2020-05-12,Kandy,7.2931,80.6333,27.9,22.0,19.7,42.8,61.4,24.95,0,0,0.0,0
2020-05-13,Kandy,7.2931,80.6333,28.7,22.2,33.1,58.5,90.9,25.45,0,0,0.0,0
2020-05-14,Kandy,7.2931,80.6333,29.9,23.2,4.5,57.3,88.0,26.549999999999997,0,0,0.0,0
2020-05-15,Kandy,7.2931,80.6333,28.5,22.0,8.2,45.8,95.30000000000001,25.25,0,0,0.0,0
2020-05-16,Kandy,7.2931,80.6333,27.9,22.5,17.5,30.2,106.10000000000001,25.2,0,0,0.0,0
2020-05-17,Kandy,7.2931,80.6333,27.9,22.9,3.5,29.2,92.2,25.4,0,0,0.0,0
2020-05-18,Kandy,7.2931,80.6333,25.3,23.5,18.6,39.6,105.1,24.4,0,0,0.0,0
2020-05-19,Kandy,7.2931,80.6333,26.3,22.5,12.7,34.8,98.10000000000001,24.4,0,0,0.0,0
2020-05-20,Kandy,7.2931,80.6333,27.5,22.5,0.6,31.900000000000002,65.6,25.0,1,0,0.0,0
2020-05-21,Kandy,7.2931,80.6333,27.5,22.6,5.8,19.099999999999998,66.9,25.05,0,0,0.0,0
2020-05-22,Kandy,7.2931,80.6333,26.5,22.1,6.3,12.7,65.0,24.3,0,0,0.0,0
2020-05-23,Kandy,7.2931,80.6333,28.0,22.5,2.1,14.2,49.599999999999994,25.25,0,0,0.0,0
2020-05-24,Kandy,7.2931,80.6333,27.5,22.5,2.4,10.799999999999999,48.5,25.0,0,0,0.0,0
2020-05-25,Kandy,7.2931,80.6333,28.4,23.2,5.0,9.5,34.9,25.799999999999997,0,0,0.0,0
2020-05-26,Kandy,7.2931,80.6333,28.4,22.8,0.6,8.0,22.8,25.6,1,0,0.0,0
2020-05-27,Kandy,7.2931,80.6333,27.1,23.4,1.3,6.9,23.499999999999996,25.25,0,0,0.0,0
2020-05-28,Kandy,7.2931,80.6333,28.0,23.0,4.2,6.1,21.9,25.5,0,0,0.0,0
2020-05-29,Kandy,7.2931,80.6333,29.0,22.8,4.8,10.3,20.4,25.9,0,0,0.0,0
2020-05-30,Kandy,7.2931,80.6333,29.6,22.2,0.0,9.0,18.299999999999997,25.9,1,0,0.0,0
2020-05-31,Kandy,7.2931,80.6333,29.4,22.4,0.2,5.0,16.099999999999998,25.9,2,0,0.0,0
2020-06-01,Kandy,7.2931,80.6333,29.5,21.3,0.3,0.5,11.399999999999999,25.4,3,0,0.0,0
2020-06-02,Kandy,7.2931,80.6333,29.2,20.1,0.0,0.5,10.8,24.65,4,0,0.0,0
2020-06-03,Kandy,7.2931,80.6333,30.0,20.0,0.0,0.3,9.5,25.0,5,0,0.0,0
2020-06-04,Kandy,7.2931,80.6333,29.8,19.5,0.0,0.0,5.3,24.65,6,0,0.0,0
2020-06-05,Kandy,7.2931,80.6333,30.0,21.0,1.2,1.2,1.7,25.5,0,0,0.0,0
2020-06-06,Kandy,7.2931,80.6333,27.6,22.5,3.4,4.6,5.1,25.05,0,0,0.0,0
2020-06-07,Kandy,7.2931,80.6333,27.0,22.5,8.0,12.6,12.899999999999999,24.75,0,0,0.0,0
2020-06-08,Kandy,7.2931,80.6333,27.8,21.9,1.3,12.700000000000001,13.899999999999999,24.85,0,0,0.0,0
2020-06-09,Kandy,7.2931,80.6333,27.9,22.3,4.3,13.6,18.2,25.1,0,0,0.0,0
2020-06-10,Kandy,7.2931,80.6333,27.9,21.8,4.1,9.7,22.299999999999997,24.85,0,0,0.0,0
2020-06-11,Kandy,7.2931,80.6333,27.1,21.2,7.5,15.899999999999999,29.799999999999997,24.15,0,0,0.0,0
2020-06-12,Kandy,7.2931,80.6333,27.2,21.2,8.0,19.6,36.599999999999994,24.2,0,0,0.0,0
2020-06-13,Kandy,7.2931,80.6333,28.5,21.2,1.1,16.6,34.3,24.85,0,0,0.0,0
2020-06-14,Kandy,7.2931,80.6333,28.0,22.5,3.7,12.8,30.0,25.25,0,0,0.0,0
2020-06-15,Kandy,7.2931,80.6333,29.0,22.7,2.2,7.0,30.9,25.85,0,0,0.0,0
2020-06-16,Kandy,7.2931,80.6333,28.6,22.1,1.6,7.500000000000001,28.200000000000003,25.35,0,0,0.0,0
2020-06-17,Kandy,7.2931,80.6333,28.5,22.9,2.6,6.4,26.7,25.7,0,0,0.0,0
2020-06-18,Kandy,7.2931,80.6333,29.3,23.2,1.2,5.4,20.400000000000002,26.25,0,0,0.0,0
2020-06-19,Kandy,7.2931,80.6333,28.7,22.4,8.8,12.600000000000001,21.200000000000003,25.549999999999997,0,0,0.0,0
2020-06-20,Kandy,7.2931,80.6333,29.1,21.8,0.7,10.700000000000001,20.8,25.450000000000003,1,0,0.0,0
2020-06-21,Kandy,7.2931,80.6333,26.8,22.8,4.7,14.200000000000001,21.8,24.8,0,0,0.0,0
2020-06-22,Kandy,7.2931,80.6333,27.8,22.5,3.4,8.8,23.0,25.15,0,0,0.0,0
2020-06-23,Kandy,7.2931,80.6333,28.5,22.5,0.1,8.200000000000001,21.5,25.5,1,0,0.0,0
2020-06-24,Kandy,7.2931,80.6333,29.5,22.0,0.3,3.8,19.200000000000003,25.75,2,0,0.0,0
2020-06-25,Kandy,7.2931,80.6333,28.8,22.1,5.8,6.199999999999999,23.799999999999997,25.450000000000003,0,0,0.0,0
2020-06-26,Kandy,7.2931,80.6333,26.9,21.6,6.7,12.8,21.7,24.25,0,0,0.0,0
2020-06-27,Kandy,7.2931,80.6333,27.6,21.0,1.2,13.7,22.2,24.3,0,0,0.0,0
2020-06-28,Kandy,7.2931,80.6333,28.2,21.5,1.8,9.7,19.3,24.85,0,0,0.0,0
2020-06-29,Kandy,7.2931,80.6333,27.4,22.1,4.3,7.3,20.2,24.75,0,0,0.0,0
2020-06-30,Kandy,7.2931,80.6333,27.3,22.8,1.2,7.3,21.3,25.05,0,0,0.0,0
2020-07-01,Kandy,7.2931,80.6333,28.7,21.9,0.6,6.1,21.6,25.299999999999997,1,0,0.0,0
2020-07-02,Kandy,7.2931,80.6333,28.5,22.2,1.9,3.6999999999999997,17.7,25.35,0,0,0.0,0
2020-07-03,Kandy,7.2931,80.6333,28.3,22.3,2.2,4.7,13.200000000000001,25.3,0,0,0.0,0
2020-07-04,Kandy,7.2931,80.6333,28.0,23.0,3.3,7.3999999999999995,15.299999999999999,25.5,0,0,0.0,0
2020-07-05,Kandy,7.2931,80.6333,28.8,22.8,0.1,5.6,13.6,25.8,1,0,0.0,0
2020-07-06,Kandy,7.2931,80.6333,28.8,22.8,2.2,5.6,11.5,25.8,0,0,0.0,0
2020-07-07,Kandy,7.2931,80.6333,28.4,22.2,2.5,4.800000000000001,12.8,25.299999999999997,0,0,0.0,0
2020-07-08,Kandy,7.2931,80.6333,29.0,22.2,3.0,7.700000000000001,15.2,25.6,0,0,0.0,0
2020-07-09,Kandy,7.2931,80.6333,30.0,21.9,9.0,14.5,22.3,25.95,0,0,0.0,0
2020-07-10,Kandy,7.2931,80.6333,27.6,21.2,4.5,16.5,24.6,24.4,0,0,0.0,0
2020-07-11,Kandy,7.2931,80.6333,27.4,21.7,0.7,14.2,22.0,24.549999999999997,1,0,0.0,0
2020-07-12,Kandy,7.2931,80.6333,28.2,21.0,0.9,6.1,22.8,24.6,2,0,0.0,0
2020-07-13,Kandy,7.2931,80.6333,28.4,21.4,1.0,2.6,21.6,24.9,0,0,0.0,0
2020-07-14,Kandy,7.2931,80.6333,29.0,21.2,0.2,2.1,19.3,25.1,1,0,0.0,0
2020-07-15,Kandy,7.2931,80.6333,28.4,22.0,1.6,2.8000000000000003,17.9,25.2,0,0,0.0,0
2020-07-16,Kandy,7.2931,80.6333,27.0,22.8,4.5,6.300000000000001,13.4,24.9,0,0,0.0,0
2020-07-17,Kandy,7.2931,80.6333,27.5,22.3,2.6,8.700000000000001,11.5,24.9,0,0,0.0,0
2020-07-18,Kandy,7.2931,80.6333,29.8,20.8,38.1,45.2,48.900000000000006,25.3,0,0,0.0,0
2020-07-19,Kandy,7.2931,80.6333,30.0,21.5,7.3,48.0,55.3,25.75,0,0,0.0,0
2020-07-20,Kandy,7.2931,80.6333,26.6,21.2,6.6,52.0,60.9,23.9,0,0,0.0,0
2020-07-21,Kandy,7.2931,80.6333,28.0,20.9,1.1,15.0,61.8,24.45,0,0,0.0,0
2020-07-22,Kandy,7.2931,80.6333,28.2,20.5,1.0,8.7,61.199999999999996,24.35,0,0,0.0,0
2020-07-23,Kandy,7.2931,80.6333,28.5,19.8,2.8,4.9,59.49999999999999,24.15,0,0,0.0,0
2020-07-24,Kandy,7.2931,80.6333,26.6,21.4,0.1,3.9,56.99999999999999,24.0,1,0,0.0,0
2020-07-25,Kandy,7.2931,80.6333,26.4,20.6,0.2,3.0999999999999996,19.09999999999999,23.5,2,0,0.0,0
2020-07-26,Kandy,7.2931,80.6333,26.0,21.0,6.0,6.3,17.79999999999999,23.5,0,0,0.0,0
2020-07-27,Kandy,7.2931,80.6333,27.8,21.5,0.1,6.3,11.299999999999994,24.65,1,0,0.0,0
2020-07-28,Kandy,7.2931,80.6333,24.9,21.6,6.3,12.399999999999999,16.499999999999993,23.25,0,0,0.0,0
2020-07-29,Kandy,7.2931,80.6333,25.6,21.4,19.1,25.5,34.599999999999994,23.5,0,0,0.0,0
2020-07-30,Kandy,7.2931,80.6333,27.1,21.7,2.6,28.0,34.39999999999999,24.4,0,0,0.0,0
2020-07-31,Kandy,7.2931,80.6333,26.7,21.9,3.7,25.400000000000002,37.99999999999999,24.299999999999997,0,0,0.0,0
2020-08-01,Kandy,7.2931,80.6333,26.1,22.4,5.6,11.9,43.4,24.25,0,0,0.0,0
2020-08-02,Kandy,7.2931,80.6333,25.7,21.6,12.4,21.700000000000003,49.8,23.65,0,0,0.0,0
2020-08-03,Kandy,7.2931,80.6333,24.9,22.0,7.7,25.700000000000003,57.4,23.45,0,0,0.0,0
2020-08-04,Kandy,7.2931,80.6333,25.4,22.3,6.8,26.9,57.9,23.85,0,0,0.0,0
2020-08-05,Kandy,7.2931,80.6333,26.4,22.1,6.0,20.5,44.8,24.25,0,0,0.0,0
2020-08-06,Kandy,7.2931,80.6333,26.2,22.2,30.5,43.3,72.69999999999999,24.2,0,0,0.0,0
2020-08-07,Kandy,7.2931,80.6333,26.6,22.0,13.0,49.5,82.0,24.3,0,0,0.0,0
2020-08-08,Kandy,7.2931,80.6333,25.2,22.3,5.4,48.900000000000006,81.8,23.75,0,0,0.0,0
2020-08-09,Kandy,7.2931,80.6333,25.2,21.7,32.4,50.8,101.79999999999998,23.45,0,0,0.0,0
2020-08-10,Kandy,7.2931,80.6333,25.8,21.5,9.5,47.300000000000004,103.6,23.65,0,0,0.0,0
2020-08-11,Kandy,7.2931,80.6333,26.0,21.5,3.9,45.800000000000004,100.69999999999999,23.75,0,0,0.0,0
2020-08-12,Kandy,7.2931,80.6333,27.3,20.4,0.5,13.900000000000007,95.19999999999999,23.85,1,0,0.0,0
2020-08-13,Kandy,7.2931,80.6333,27.2,20.2,0.3,4.700000000000007,64.99999999999999,23.7,2,0,0.0,0
2020-08-14,Kandy,7.2931,80.6333,27.2,20.0,0.3,1.1000000000000072,52.29999999999999,23.6,3,0,0.0,0
2020-08-15,Kandy,7.2931,80.6333,27.4,20.0,0.5,1.1000000000000072,47.39999999999999,23.7,4,0,0.0,0
2020-08-16,Kandy,7.2931,80.6333,28.2,19.3,0.0,0.800000000000007,14.999999999999993,23.75,5,0,0.0,0
2020-08-17,Kandy,7.2931,80.6333,28.5,20.8,0.2,0.7000000000000071,5.699999999999993,24.65,6,0,0.0,0
2020-08-18,Kandy,7.2931,80.6333,28.1,20.4,0.0,0.20000000000000712,1.799999999999993,24.25,7,0,0.0,0
2020-08-19,Kandy,7.2931,80.6333,28.0,19.5,0.9,1.1000000000000072,2.199999999999993,23.75,8,0,0.0,0
2020-08-20,Kandy,7.2931,80.6333,28.2,20.4,0.2,1.1000000000000072,2.099999999999993,24.299999999999997,9,0,0.0,0
2020-08-21,Kandy,7.2931,80.6333,28.9,20.8,0.1,1.200000000000007,1.899999999999993,24.85,10,0,0.0,0
2020-08-22,Kandy,7.2931,80.6333,28.9,19.5,0.6,0.900000000000007,1.999999999999993,24.2,11,0,0.0,0
2020-08-23,Kandy,7.2931,80.6333,29.2,20.9,0.4,1.1000000000000072,2.399999999999993,25.049999999999997,12,0,0.0,0
