date,location,latitude,longitude,temperature_2m_max,temperature_2m_min,precipitation_sum
2020-01-01,Kandy,7.2931,80.6333,27.8,21.0,0.0
2020-01-02,Kandy,7.2931,80.6333,27.5,22.3,0.5
2020-01-03,Kandy,7.2931,80.6333,28.3,22.4,0.0
2020-01-04,Kandy,7.2931,80.6333,28.6,20.9,0.7
2020-01-05,Kandy,7.2931,80.6333,28.3,20.7,0.0
2020-01-06,Kandy,7.2931,80.6333,27.9,21.8,0.0
2020-01-07,Kandy,7.2931,80.6333,28.0,21.6,0.4
2020-01-08,Kandy,7.2931,80.6333,27.6,21.0,0.2
2020-01-09,Kandy,7.2931,80.6333,28.4,19.5,0.0
2020-01-10,Kandy,7.2931,80.6333,27.5,17.7,0.0
2020-01-11,Kandy,7.2931,80.6333,28.2,19.4,0.6
2020-01-12,Kandy,7.2931,80.6333,27.8,21.0,0.3
2020-01-13,Kandy,7.2931,80.6333,28.1,19.7,0.0
2020-01-14,Kandy,7.2931,80.6333,27.7,18.2,0.0
2020-01-15,Kandy,7.2931,80.6333,27.1,17.1,0.0
2020-01-16,Kandy,7.2931,80.6333,28.5,17.5,0.0
2020-01-17,Kandy,7.2931,80.6333,29.1,20.1,1.4
2020-01-18,Kandy,7.2931,80.6333,28.5,22.0,0.0
2020-01-19,Kandy,7.2931,80.6333,29.5,21.8,0.1
2020-01-20,Kandy,7.2931,80.6333,29.4,22.0,0.3
2020-01-21,Kandy,7.2931,80.6333,28.7,22.4,0.0
2020-01-22,Kandy,7.2931,80.6333,27.4,22.2,2.0
2020-01-23,Kandy,7.2931,80.6333,28.3,22.5,0.9
2020-01-24,Kandy,7.2931,80.6333,29.1,22.0,0.0
2020-01-25,Kandy,7.2931,80.6333,29.2,20.8,0.0
2020-01-26,Kandy,7.2931,80.6333,28.5,20.3,0.0
2020-01-27,Kandy,7.2931,80.6333,28.5,18.0,0.0
2020-01-28,Kandy,7.2931,80.6333,29.2,16.8,0.0
2020-01-29,Kandy,7.2931,80.6333,29.1,18.5,0.0
2020-01-30,Kandy,7.2931,80.6333,29.4,18.5,0.0
2020-01-31,Kandy,7.2931,80.6333,29.2,17.1,0.0
2020-02-01,Kandy,7.2931,80.6333,29.0,19.1,0.0
2020-02-02,Kandy,7.2931,80.6333,29.1,20.9,0.0
2020-02-03,Kandy,7.2931,80.6333,30.7,20.9,0.0
2020-02-04,Kandy,7.2931,80.6333,29.5,21.0,0.0
2020-02-05,Kandy,7.2931,80.6333,29.8,21.2,1.2
2020-02-06,Kandy,7.2931,80.6333,31.9,20.4,0.3
2020-02-07,Kandy,7.2931,80.6333,31.2,20.4,0.0
2020-02-08,Kandy,7.2931,80.6333,32.2,19.2,0.0
2020-02-09,Kandy,7.2931,80.6333,31.0,19.1,0.0
2020-02-10,Kandy,7.2931,80.6333,29.1,19.3,0.0
2020-02-11,Kandy,7.2931,80.6333,29.2,21.2,0.0
2020-02-12,Kandy,7.2931,80.6333,29.0,22.1,3.0
2020-02-13,Kandy,7.2931,80.6333,28.5,22.3,1.5
2020-02-14,Kandy,7.2931,80.6333,30.1,22.4,0.9
2020-02-15,Kandy,7.2931,80.6333,31.8,20.8,0.9
2020-02-16,Kandy,7.2931,80.6333,30.4,20.1,0.0
2020-02-17,Kandy,7.2931,80.6333,30.5,21.1,0.0
2020-02-18,Kandy,7.2931,80.6333,29.2,19.0,0.0
2020-02-19,Kandy,7.2931,80.6333,29.2,18.1,0.0
2020-02-20,Kandy,7.2931,80.6333,29.6,21.0,0.0
2020-02-21,Kandy,7.2931,80.6333,28.7,23.0,2.1
2020-02-22,Kandy,7.2931,80.6333,29.0,22.3,1.6
2020-02-23,Kandy,7.2931,80.6333,28.8,21.9,0.6
2020-02-24,Kandy,7.2931,80.6333,29.7,21.5,0.0
2020-02-25,Kandy,7.2931,80.6333,30.4,22.0,0.0
2020-02-26,Kandy,7.2931,80.6333,30.5,21.4,0.0
2020-02-27,Kandy,7.2931,80.6333,31.0,20.9,0.0
2020-02-28,Kandy,7.2931,80.6333,30.5,20.8,0.0
2020-02-29,Kandy,7.2931,80.6333,30.5,20.3,0.1
2020-03-01,Kandy,7.2931,80.6333,31.2,21.1,0.0
2020-03-02,Kandy,7.2931,80.6333,33.3,21.2,0.0
2020-03-03,Kandy,7.2931,80.6333,34.2,20.5,0.0
2020-03-04,Kandy,7.2931,80.6333,33.0,20.6,0.0
2020-03-05,Kandy,7.2931,80.6333,33.0,20.4,0.1
2020-03-06,Kandy,7.2931,80.6333,30.5,21.5,3.2
2020-03-07,Kandy,7.2931,80.6333,31.0,22.0,3.3
2020-03-08,Kandy,7.2931,80.6333,32.3,21.0,0.0
2020-03-09,Kandy,7.2931,80.6333,32.3,20.9,0.1
2020-03-10,Kandy,7.2931,80.6333,32.3,20.6,0.0
2020-03-11,Kandy,7.2931,80.6333,33.7,20.0,0.0
2020-03-12,Kandy,7.2931,80.6333,32.8,20.6,0.0
2020-03-13,Kandy,7.2931,80.6333,32.0,20.6,0.0
2020-03-14,Kandy,7.2931,80.6333,34.5,20.0,0.0
2020-03-15,Kandy,7.2931,80.6333,31.8,21.5,0.0
2020-03-16,Kandy,7.2931,80.6333,31.9,21.5,1.3
2020-03-17,Kandy,7.2931,80.6333,30.9,23.0,0.2
2020-03-18,Kandy,7.2931,80.6333,31.5,23.0,0.0
2020-03-19,Kandy,7.2931,80.6333,33.0,22.6,0.7
2020-03-20,Kandy,7.2931,80.6333,34.5,21.7,0.0
2020-03-21,Kandy,7.2931,80.6333,34.2,20.8,0.0
2020-03-22,Kandy,7.2931,80.6333,33.2,20.5,0.6
2020-03-23,Kandy,7.2931,80.6333,33.8,21.0,0.0
2020-03-24,Kandy,7.2931,80.6333,32.8,20.1,0.0
2020-03-25,Kandy,7.2931,80.6333,32.7,21.2,0.9
2020-03-26,Kandy,7.2931,80.6333,31.2,19.5,0.0
2020-03-27,Kandy,7.2931,80.6333,32.8,19.9,0.3
2020-03-28,Kandy,7.2931,80.6333,33.7,20.9,0.1
2020-03-29,Kandy,7.2931,80.6333,32.9,22.5,1.5
2020-03-30,Kandy,7.2931,80.6333,33.4,23.0,0.5
2020-03-31,Kandy,7.2931,80.6333,33.8,20.3,0.0
2020-04-01,Kandy,7.2931,80.6333,32.8,21.1,0.0
2020-04-02,Kandy,7.2931,80.6333,33.0,18.4,0.0
2020-04-03,Kandy,7.2931,80.6333,33.5,20.5,0.2
2020-04-04,Kandy,7.2931,80.6333,32.8,20.9,23.5
2020-04-05,Kandy,7.2931,80.6333,32.6,21.3,3.6
2020-04-06,Kandy,7.2931,80.6333,31.5,21.3,0.8
2020-04-07,Kandy,7.2931,80.6333,32.0,21.5,0.4
2020-04-08,Kandy,7.2931,80.6333,32.0,22.9,2.5
2020-04-09,Kandy,7.2931,80.6333,33.2,22.4,0.9
2020-04-10,Kandy,7.2931,80.6333,33.8,21.2,6.4
2020-04-11,Kandy,7.2931,80.6333,30.1,22.8,2.9
2020-04-12,Kandy,7.2931,80.6333,30.9,21.4,0.9
2020-04-13,Kandy,7.2931,80.6333,31.9,22.1,2.0
2020-04-14,Kandy,7.2931,80.6333,32.0,21.6,12.7
2020-04-15,Kandy,7.2931,80.6333,30.4,21.3,6.8
2020-04-16,Kandy,7.2931,80.6333,31.8,21.9,7.8
2020-04-17,Kandy,7.2931,80.6333,30.8,21.9,0.5
2020-04-18,Kandy,7.2931,80.6333,31.0,21.8,6.6
2020-04-19,Kandy,7.2931,80.6333,30.5,21.9,2.5
2020-04-20,Kandy,7.2931,80.6333,31.2,21.2,0.6
2020-04-21,Kandy,7.2931,80.6333,31.6,22.6,3.5
2020-04-22,Kandy,7.2931,80.6333,31.7,22.0,2.6
2020-04-23,Kandy,7.2931,80.6333,30.1,22.8,19.6
2020-04-24,Kandy,7.2931,80.6333,28.9,21.3,1.6
2020-04-25,Kandy,7.2931,80.6333,30.0,21.3,2.4
2020-04-26,Kandy,7.2931,80.6333,30.5,22.0,0.5
2020-04-27,Kandy,7.2931,80.6333,31.0,23.1,0.3
2020-04-28,Kandy,7.2931,80.6333,31.0,22.7,0.3
2020-04-29,Kandy,7.2931,80.6333,29.8,21.7,3.0
2020-04-30,Kandy,7.2931,80.6333,31.0,22.4,2.0
2020-05-01,Kandy,7.2931,80.6333,30.2,22.5,2.3
2020-05-02,Kandy,7.2931,80.6333,31.2,21.0,0.2
2020-05-03,Kandy,7.2931,80.6333,31.6,23.0,1.3
2020-05-04,Kandy,7.2931,80.6333,30.1,23.5,26.5
2020-05-05,Kandy,7.2931,80.6333,30.0,22.9,9.0
2020-05-06,Kandy,7.2931,80.6333,29.2,22.1,3.6
2020-05-07,Kandy,7.2931,80.6333,30.2,22.6,7.4
2020-05-08,Kandy,7.2931,80.6333,29.8,21.6,0.9
2020-05-09,Kandy,7.2931,80.6333,29.8,22.9,6.7
2020-05-10,Kandy,7.2931,80.6333,29.8,22.6,17.4
2020-05-11,Kandy,7.2931,80.6333,27.4,22.2,5.7
2020-05-12,Kandy,7.2931,80.6333,27.9,22.0,19.7
2020-05-13,Kandy,7.2931,80.6333,28.7,22.2,33.1
2020-05-14,Kandy,7.2931,80.6333,29.9,23.2,4.5
2020-05-15,Kandy,7.2931,80.6333,28.5,22.0,8.2
2020-05-16,Kandy,7.2931,80.6333,27.9,22.5,17.5
2020-05-17,Kandy,7.2931,80.6333,27.9,22.9,3.5
2020-05-18,Kandy,7.2931,80.6333,25.3,23.5,18.6
2020-05-19,Kandy,7.2931,80.6333,26.3,22.5,12.7
2020-05-20,Kandy,7.2931,80.6333,27.5,22.5,0.6
2020-05-21,Kandy,7.2931,80.6333,27.5,22.6,5.8
2020-05-22,Kandy,7.2931,80.6333,26.5,22.1,6.3
2020-05-23,Kandy,7.2931,80.6333,28.0,22.5,2.1
2020-05-24,Kandy,7.2931,80.6333,27.5,22.5,2.4
2020-05-25,Kandy,7.2931,80.6333,28.4,23.2,5.0
2020-05-26,Kandy,7.2931,80.6333,28.4,22.8,0.6
2020-05-27,Kandy,7.2931,80.6333,27.1,23.4,1.3
2020-05-28,Kandy,7.2931,80.6333,28.0,23.0,4.2
2020-05-29,Kandy,7.2931,80.6333,29.0,22.8,4.8
2020-05-30,Kandy,7.2931,80.6333,29.6,22.2,0.0
2020-05-31,Kandy,7.2931,80.6333,29.4,22.4,0.2
2020-06-01,Kandy,7.2931,80.6333,29.5,21.3,0.3
2020-06-02,Kandy,7.2931,80.6333,29.2,20.1,0.0
2020-06-03,Kandy,7.2931,80.6333,30.0,20.0,0.0
2020-06-04,Kandy,7.2931,80.6333,29.8,19.5,0.0
2020-06-05,Kandy,7.2931,80.6333,30.0,21.0,1.2
2020-06-06,Kandy,7.2931,80.6333,27.6,22.5,3.4
2020-06-07,Kandy,7.2931,80.6333,27.0,22.5,8.0
2020-06-08,Kandy,7.2931,80.6333,27.8,21.9,1.3
2020-06-09,Kandy,7.2931,80.6333,27.9,22.3,4.3
2020-06-10,Kandy,7.2931,80.6333,27.9,21.8,4.1
2020-06-11,Kandy,7.2931,80.6333,27.1,21.2,7.5
2020-06-12,Kandy,7.2931,80.6333,27.2,21.2,8.0
2020-06-13,Kandy,7.2931,80.6333,28.5,21.2,1.1
2020-06-14,Kandy,7.2931,80.6333,28.0,22.5,3.7
2020-06-15,Kandy,7.2931,80.6333,29.0,22.7,2.2
2020-06-16,Kandy,7.2931,80.6333,28.6,22.1,1.6
2020-06-17,Kandy,7.2931,80.6333,28.5,22.9,2.6
2020-06-18,Kandy,7.2931,80.6333,29.3,23.2,1.2
2020-06-19,Kandy,7.2931,80.6333,28.7,22.4,8.8
2020-06-20,Kandy,7.2931,80.6333,29.1,21.8,0.7
2020-06-21,Kandy,7.2931,80.6333,26.8,22.8,4.7
2020-06-22,Kandy,7.2931,80.6333,27.8,22.5,3.4
2020-06-23,Kandy,7.2931,80.6333,28.5,22.5,0.1
2020-06-24,Kandy,7.2931,80.6333,29.5,22.0,0.3
2020-06-25,Kandy,7.2931,80.6333,28.8,22.1,5.8
2020-06-26,Kandy,7.2931,80.6333,26.9,21.6,6.7
2020-06-27,Kandy,7.2931,80.6333,27.6,21.0,1.2
2020-06-28,Kandy,7.2931,80.6333,28.2,21.5,1.8
2020-06-29,Kandy,7.2931,80.6333,27.4,22.1,4.3
2020-06-30,Kandy,7.2931,80.6333,27.3,22.8,1.2
2020-07-01,Kandy,7.2931,80.6333,28.7,21.9,0.6
2020-07-02,Kandy,7.2931,80.6333,28.5,22.2,1.9
2020-07-03,Kandy,7.2931,80.6333,28.3,22.3,2.2
2020-07-04,Kandy,7.2931,80.6333,28.0,23.0,3.3
2020-07-05,Kandy,7.2931,80.6333,28.8,22.8,0.1
2020-07-06,Kandy,7.2931,80.6333,28.8,22.8,2.2
2020-07-07,Kandy,7.2931,80.6333,28.4,22.2,2.5
2020-07-08,Kandy,7.2931,80.6333,29.0,22.2,3.0
2020-07-09,Kandy,7.2931,80.6333,30.0,21.9,9.0
2020-07-10,Kandy,7.2931,80.6333,27.6,21.2,4.5
2020-07-11,Kandy,7.2931,80.6333,27.4,21.7,0.7
2020-07-12,Kandy,7.2931,80.6333,28.2,21.0,0.9
2020-07-13,Kandy,7.2931,80.6333,28.4,21.4,1.0
2020-07-14,Kandy,7.2931,80.6333,29.0,21.2,0.2
2020-07-15,Kandy,7.2931,80.6333,28.4,22.0,1.6
2020-07-16,Kandy,7.2931,80.6333,27.0,22.8,4.5
2020-07-17,Kandy,7.2931,80.6333,27.5,22.3,2.6
2020-07-18,Kandy,7.2931,80.6333,29.8,20.8,38.1
2020-07-19,Kandy,7.2931,80.6333,30.0,21.5,7.3
2020-07-20,Kandy,7.2931,80.6333,26.6,21.2,6.6
2020-07-21,Kandy,7.2931,80.6333,28.0,20.9,1.1
2020-07-22,Kandy,7.2931,80.6333,28.2,20.5,1.0
2020-07-23,Kandy,7.2931,80.6333,28.5,19.8,2.8
2020-07-24,Kandy,7.2931,80.6333,26.6,21.4,0.1
2020-07-25,Kandy,7.2931,80.6333,26.4,20.6,0.2
2020-07-26,Kandy,7.2931,80.6333,26.0,21.0,6.0
2020-07-27,Kandy,7.2931,80.6333,27.8,21.5,0.1
2020-07-28,Kandy,7.2931,80.6333,24.9,21.6,6.3
2020-07-29,Kandy,7.2931,80.6333,25.6,21.4,19.1
2020-07-30,Kandy,7.2931,80.6333,27.1,21.7,2.6
2020-07-31,Kandy,7.2931,80.6333,26.7,21.9,3.7
2020-08-01,Kandy,7.2931,80.6333,26.1,22.4,5.6
2020-08-02,Kandy,7.2931,80.6333,25.7,21.6,12.4
2020-08-03,Kandy,7.2931,80.6333,24.9,22.0,7.7
2020-08-04,Kandy,7.2931,80.6333,25.4,22.3,6.8
2020-08-05,Kandy,7.2931,80.6333,26.4,22.1,6.0
2020-08-06,Kandy,7.2931,80.6333,26.2,22.2,30.5
2020-08-07,Kandy,7.2931,80.6333,26.6,22.0,13.0
2020-08-08,Kandy,7.2931,80.6333,25.2,22.3,5.4
2020-08-09,Kandy,7.2931,80.6333,25.2,21.7,32.4
2020-08-10,Kandy,7.2931,80.6333,25.8,21.5,9.5
2020-08-11,Kandy,7.2931,80.6333,26.0,21.5,3.9
2020-08-12,Kandy,7.2931,80.6333,27.3,20.4,0.5
2020-08-13,Kandy,7.2931,80.6333,27.2,20.2,0.3
2020-08-14,Kandy,7.2931,80.6333,27.2,20.0,0.3
2020-08-15,Kandy,7.2931,80.6333,27.4,20.0,0.5
2020-08-16,Kandy,7.2931,80.6333,28.2,19.3,0.0
2020-08-17,Kandy,7.2931,80.6333,28.5,20.8,0.2
2020-08-18,Kandy,7.2931,80.6333,28.1,20.4,0.0
2020-08-19,Kandy,7.2931,80.6333,28.0,19.5,0.9
2020-08-20,Kandy,7.2931,80.6333,28.2,20.4,0.2
2020-08-21,Kandy,7.2931,80.6333,28.9,20.8,0.1
2020-08-22,Kandy,7.2931,80.6333,28.9,19.5,0.6
2020-08-23,Kandy,7.2931,80.6333,29.2,20.9,0.4
2020-08-24,Kandy,7.2931,80.6333,29.0,20.9,0.4
2020-08-25,Kandy,7.2931,80.6333,29.2,19.5,3.0
2020-08-26,Kandy,7.2931,80.6333,29.6,20.4,0.5
2020-08-27,Kandy,7.2931,80.6333,29.0,21.2,0.9
2020-08-28,Kandy,7.2931,80.6333,28.9,20.2,0.0
2020-08-29,Kandy,7.2931,80.6333,29.1,20.9,0.3
2020-08-30,Kandy,7.2931,80.6333,29.1,20.4,1.6
2020-08-31,Kandy,7.2931,80.6333,27.0,21.0,10.6
2020-09-01,Kandy,7.2931,80.6333,26.5,21.4,10.3
2020-09-02,Kandy,7.2931,80.6333,24.6,21.6,8.6
2020-09-03,Kandy,7.2931,80.6333,27.0,21.0,0.0
2020-09-04,Kandy,7.2931,80.6333,28.7,21.5,0.4
2020-09-05,Kandy,7.2931,80.6333,29.0,20.9,2.9
2020-09-06,Kandy,7.2931,80.6333,26.9,21.0,32.9
2020-09-07,Kandy,7.2931,80.6333,26.1,20.8,0.2
2020-09-08,Kandy,7.2931,80.6333,27.3,21.5,1.8
2020-09-09,Kandy,7.2931,80.6333,24.6,21.9,18.2
2020-09-10,Kandy,7.2931,80.6333,25.0,21.9,4.1
2020-09-11,Kandy,7.2931,80.6333,26.0,21.9,1.1
2020-09-12,Kandy,7.2931,80.6333,25.9,22.0,4.6
2020-09-13,Kandy,7.2931,80.6333,26.1,21.6,5.7
2020-09-14,Kandy,7.2931,80.6333,27.1,21.5,2.9
2020-09-15,Kandy,7.2931,80.6333,26.1,21.9,3.4
2020-09-16,Kandy,7.2931,80.6333,25.5,21.5,3.6
2020-09-17,Kandy,7.2931,80.6333,26.9,22.1,3.4
2020-09-18,Kandy,7.2931,80.6333,24.2,22.1,15.1
2020-09-19,Kandy,7.2931,80.6333,25.1,21.9,9.6
2020-09-20,Kandy,7.2931,80.6333,24.8,21.2,14.1
2020-09-21,Kandy,7.2931,80.6333,24.5,21.8,16.3
2020-09-22,Kandy,7.2931,80.6333,25.5,21.4,12.9
2020-09-23,Kandy,7.2931,80.6333,26.7,21.8,3.7
2020-09-24,Kandy,7.2931,80.6333,26.5,20.9,7.2
2020-09-25,Kandy,7.2931,80.6333,27.0,20.5,2.0
2020-09-26,Kandy,7.2931,80.6333,27.5,20.3,0.6
2020-09-27,Kandy,7.2931,80.6333,27.8,20.8,0.6
2020-09-28,Kandy,7.2931,80.6333,27.2,20.6,2.3
2020-09-29,Kandy,7.2931,80.6333,26.5,21.7,2.6
2020-09-30,Kandy,7.2931,80.6333,25.8,21.5,5.7
2020-10-01,Kandy,7.2931,80.6333,26.5,19.5,2.9
2020-10-02,Kandy,7.2931,80.6333,26.8,19.4,2.5
2020-10-03,Kandy,7.2931,80.6333,26.0,21.6,5.9
2020-10-04,Kandy,7.2931,80.6333,26.5,20.3,6.2
2020-10-05,Kandy,7.2931,80.6333,28.1,19.2,0.0
2020-10-06,Kandy,7.2931,80.6333,28.6,18.2,0.4
2020-10-07,Kandy,7.2931,80.6333,27.6,21.1,0.7
2020-10-08,Kandy,7.2931,80.6333,28.0,21.1,0.7
2020-10-09,Kandy,7.2931,80.6333,27.1,20.4,1.8
2020-10-10,Kandy,7.2931,80.6333,27.3,21.1,0.8
2020-10-11,Kandy,7.2931,80.6333,25.5,21.7,12.1
2020-10-12,Kandy,7.2931,80.6333,25.8,21.8,7.6
2020-10-13,Kandy,7.2931,80.6333,25.9,22.0,14.4
2020-10-14,Kandy,7.2931,80.6333,26.0,22.0,13.5
2020-10-15,Kandy,7.2931,80.6333,25.8,22.1,6.1
2020-10-16,Kandy,7.2931,80.6333,26.3,21.2,6.4
2020-10-17,Kandy,7.2931,80.6333,27.2,19.5,1.0
2020-10-18,Kandy,7.2931,80.6333,27.2,19.8,0.6
2020-10-19,Kandy,7.2931,80.6333,27.0,20.5,0.6
2020-10-20,Kandy,7.2931,80.6333,26.9,20.5,0.2
2020-10-21,Kandy,7.2931,80.6333,26.4,21.3,6.1
2020-10-22,Kandy,7.2931,80.6333,26.7,21.9,4.9
2020-10-23,Kandy,7.2931,80.6333,27.4,20.8,2.7
2020-10-24,Kandy,7.2931,80.6333,27.2,20.0,1.2
2020-10-25,Kandy,7.2931,80.6333,27.5,20.1,1.1
2020-10-26,Kandy,7.2931,80.6333,28.7,19.5,2.0
2020-10-27,Kandy,7.2931,80.6333,27.5,20.5,1.8
2020-10-28,Kandy,7.2931,80.6333,28.6,20.2,2.1
2020-10-29,Kandy,7.2931,80.6333,28.0,20.2,4.4
2020-10-30,Kandy,7.2931,80.6333,28.0,20.5,2.6
2020-10-31,Kandy,7.2931,80.6333,28.4,21.0,1.7
2020-11-01,Kandy,7.2931,80.6333,28.9,22.0,0.7
2020-11-02,Kandy,7.2931,80.6333,28.8,21.8,0.9
2020-11-03,Kandy,7.2931,80.6333,28.9,21.1,10.8
2020-11-04,Kandy,7.2931,80.6333,27.6,21.8,30.5
2020-11-05,Kandy,7.2931,80.6333,27.7,21.5,39.6
2020-11-06,Kandy,7.2931,80.6333,27.9,21.1,5.1
2020-11-07,Kandy,7.2931,80.6333,27.9,21.6,1.4
2020-11-08,Kandy,7.2931,80.6333,28.0,20.6,3.5
2020-11-09,Kandy,7.2931,80.6333,27.7,21.6,13.0
2020-11-10,Kandy,7.2931,80.6333,27.0,21.6,4.7
2020-11-11,Kandy,7.2931,80.6333,27.4,21.1,9.0
2020-11-12,Kandy,7.2931,80.6333,28.5,21.0,4.9
2020-11-13,Kandy,7.2931,80.6333,29.0,20.9,2.3
2020-11-14,Kandy,7.2931,80.6333,27.2,21.5,2.0
2020-11-15,Kandy,7.2931,80.6333,28.6,20.8,2.6
2020-11-16,Kandy,7.2931,80.6333,28.5,22.2,4.3
2020-11-17,Kandy,7.2931,80.6333,25.1,21.9,4.8
2020-11-18,Kandy,7.2931,80.6333,27.6,20.1,10.1
2020-11-19,Kandy,7.2931,80.6333,27.4,20.9,21.9
2020-11-20,Kandy,7.2931,80.6333,27.8,20.7,5.6
2020-11-21,Kandy,7.2931,80.6333,27.5,21.1,1.9
2020-11-22,Kandy,7.2931,80.6333,26.2,20.5,8.1
2020-11-23,Kandy,7.2931,80.6333,25.5,20.0,2.2
2020-11-24,Kandy,7.2931,80.6333,25.3,21.1,8.6
2020-11-25,Kandy,7.2931,80.6333,25.3,21.5,7.7
2020-11-26,Kandy,7.2931,80.6333,27.2,19.0,0.2
2020-11-27,Kandy,7.2931,80.6333,27.6,18.4,0.0
2020-11-28,Kandy,7.2931,80.6333,28.4,18.9,0.0
2020-11-29,Kandy,7.2931,80.6333,28.5,19.8,0.6
2020-11-30,Kandy,7.2931,80.6333,28.6,21.1,0.6
2020-12-01,Kandy,7.2931,80.6333,26.1,21.1,3.2
2020-12-02,Kandy,7.2931,80.6333,22.9,21.2,37.9
2020-12-03,Kandy,7.2931,80.6333,25.8,21.2,12.8
2020-12-04,Kandy,7.2931,80.6333,26.6,20.6,4.4
2020-12-05,Kandy,7.2931,80.6333,24.2,20.4,17.0
2020-12-06,Kandy,7.2931,80.6333,27.8,18.4,0.2
2020-12-07,Kandy,7.2931,80.6333,28.5,19.0,0.1
2020-12-08,Kandy,7.2931,80.6333,27.1,21.0,1.9
2020-12-09,Kandy,7.2931,80.6333,27.8,20.4,0.1
2020-12-10,Kandy,7.2931,80.6333,27.5,21.2,0.0
2020-12-11,Kandy,7.2931,80.6333,27.5,19.6,0.0
2020-12-12,Kandy,7.2931,80.6333,28.0,20.1,0.0
2020-12-13,Kandy,7.2931,80.6333,28.4,19.7,0.0
2020-12-14,Kandy,7.2931,80.6333,27.7,19.8,0.0
2020-12-15,Kandy,7.2931,80.6333,27.0,18.5,12.5
2020-12-16,Kandy,7.2931,80.6333,28.2,18.6,0.2
2020-12-17,Kandy,7.2931,80.6333,28.5,18.8,0.2
2020-12-18,Kandy,7.2931,80.6333,28.0,20.0,10.6
2020-12-19,Kandy,7.2931,80.6333,25.1,21.4,2.3
2020-12-20,Kandy,7.2931,80.6333,25.0,21.3,8.3
2020-12-21,Kandy,7.2931,80.6333,23.1,21.1,22.2
2020-12-22,Kandy,7.2931,80.6333,22.9,20.9,44.8
2020-12-23,Kandy,7.2931,80.6333,26.5,20.5,29.0
2020-12-24,Kandy,7.2931,80.6333,27.7,21.2,6.9
2020-12-25,Kandy,7.2931,80.6333,27.6,20.4,0.0
2020-12-26,Kandy,7.2931,80.6333,26.9,19.5,2.1
2020-12-27,Kandy,7.2931,80.6333,24.9,20.8,12.4
2020-12-28,Kandy,7.2931,80.6333,27.2,21.0,19.4
2020-12-29,Kandy,7.2931,80.6333,27.1,20.1,0.0
2020-12-30,Kandy,7.2931,80.6333,26.6,18.7,1.0
2020-12-31,Kandy,7.2931,80.6333,26.0,21.9,3.4
2021-01-01,Kandy,7.2931,80.6333,25.8,21.1,2.2
2021-01-02,Kandy,7.2931,80.6333,26.2,20.8,0.0
2021-01-03,Kandy,7.2931,80.6333,26.6,21.4,0.5
2021-01-04,Kandy,7.2931,80.6333,25.9,21.5,2.8
2021-01-05,Kandy,7.2931,80.6333,26.4,21.2,4.2
2021-01-06,Kandy,7.2931,80.6333,27.5,20.2,39.8
2021-01-07,Kandy,7.2931,80.6333,27.0,20.8,1.7
2021-01-08,Kandy,7.2931,80.6333,27.8,21.1,7.7
2021-01-09,Kandy,7.2931,80.6333,25.9,20.7,5.0
2021-01-10,Kandy,7.2931,80.6333,25.3,21.3,7.9
2021-01-11,Kandy,7.2931,80.6333,25.4,21.1,30.2
2021-01-12,Kandy,7.2931,80.6333,26.9,21.1,0.5
2021-01-13,Kandy,7.2931,80.6333,25.5,21.6,20.5
2021-01-14,Kandy,7.2931,80.6333,26.6,21.4,1.6
2021-01-15,Kandy,7.2931,80.6333,25.9,21.3,3.8
2021-01-16,Kandy,7.2931,80.6333,26.9,20.8,2.1
2021-01-17,Kandy,7.2931,80.6333,25.4,19.3,0.0
2021-01-18,Kandy,7.2931,80.6333,25.9,20.0,4.2
2021-01-19,Kandy,7.2931,80.6333,27.5,19.2,0.1
2021-01-20,Kandy,7.2931,80.6333,27.2,20.5,1.0
2021-01-21,Kandy,7.2931,80.6333,28.2,21.2,1.0
2021-01-22,Kandy,7.2931,80.6333,27.5,19.1,0.7
2021-01-23,Kandy,7.2931,80.6333,27.6,19.5,0.0
2021-01-24,Kandy,7.2931,80.6333,28.0,18.1,0.0
2021-01-25,Kandy,7.2931,80.6333,27.9,19.7,0.1
2021-01-26,Kandy,7.2931,80.6333,25.9,18.0,0.0
2021-01-27,Kandy,7.2931,80.6333,26.0,18.4,0.5
2021-01-28,Kandy,7.2931,80.6333,27.0,19.0,0.1
2021-01-29,Kandy,7.2931,80.6333,24.6,20.0,4.5
2021-01-30,Kandy,7.2931,80.6333,26.6,20.9,2.6
2021-01-31,Kandy,7.2931,80.6333,26.0,21.6,0.9
2021-02-01,Kandy,7.2931,80.6333,26.2,21.2,1.7
2021-02-02,Kandy,7.2931,80.6333,25.9,21.1,1.3
2021-02-03,Kandy,7.2931,80.6333,25.6,20.9,0.3
2021-02-04,Kandy,7.2931,80.6333,26.5,20.2,0.0
2021-02-05,Kandy,7.2931,80.6333,25.9,19.8,0.0
2021-02-06,Kandy,7.2931,80.6333,27.2,20.1,3.5
2021-02-07,Kandy,7.2931,80.6333,26.5,21.2,0.5
2021-02-08,Kandy,7.2931,80.6333,26.4,20.7,3.2
2021-02-09,Kandy,7.2931,80.6333,26.9,20.1,0.0
2021-02-10,Kandy,7.2931,80.6333,26.5,18.5,0.0
2021-02-11,Kandy,7.2931,80.6333,26.5,17.5,0.0
2021-02-12,Kandy,7.2931,80.6333,28.1,18.3,0.0
2021-02-13,Kandy,7.2931,80.6333,29.5,20.2,0.0
